date,title,item1,svg1,item2,svg2,item3,svg3,item4,svg4,item5,svg5,item6,svg6,item7,svg7,item8,svg8
2026-11-03,Curling Competitions and Honors (Hard),The Brier Tankard,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='6' y='5' width='12' height='14' rx='2'/><path d='M6 8H3v8h3M18 8h3v8h-3'/><line x1='9' y1='21' x2='15' y2='21'/><line x1='12' y1='19' x2='12' y2='21'/></svg>,Scotties Tournament Cup,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M7 4h10l-2 10a3 3 0 0 1-6 0L7 4z'/><path d='M5 7h2M17 7h2'/><line x1='12' y1='17' x2='12' y2='21'/><line x1='8' y1='21' x2='16' y2='21'/></svg>,World Championship Shield,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M12 2l8 4v6c0 5.5-3.8 10.7-8 12-4.2-1.3-8-6.5-8-12V6l8-4z'/><circle cx='12' cy='11' r='4'/></svg>,Olympic Gold Ring,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='10' r='6'/><path d='M8 19l4-3 4 3'/><line x1='12' y1='16' x2='12' y2='21'/></svg>,Paralympic Agitos Ribbon,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M6 18c3-6 8-8 12-8'/><path d='M5 12c3-4 7-6 11-5'/><path d='M7 7c2-2 5-3 9-2'/></svg>,Continental Cup Goblet,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M7 3h10v7a5 5 0 0 1-10 0V3z'/><line x1='12' y1='15' x2='12' y2='21'/><line x1='7' y1='21' x2='17' y2='21'/></svg>,Purple Heart Crest,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M12 21.35l-1.45-1.32C5.4 15.36 2 12.28 2 8.5 2 5.42 4.42 3 7.5 3c1.74 0 3.41.81 4.5 2.09C13.09 3.81 14.76 3 16.5 3 19.58 3 22 5.42 22 8.5c0 3.78-3.4 6.86-8.55 11.54L12 21.35z'/></svg>,All-Star Team Patch,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><polygon points='12 2 15.09 8.26 22 9.27 17 14.14 18.18 21.02 12 17.77 5.82 21.02 7 14.14 2 9.27 8.91 8.26 12 2'/></svg>
2026-11-04,Officiating and Timekeeping (Hard),Thinking Time Clock,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='13' r='8'/><path d='M12 9v4l3 2'/><rect x='9' y='2' width='6' height='3' rx='1'/></svg>,Dial Micrometer Measure,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='6'/><line x1='12' y1='9' x2='12' y2='12'/><line x1='6' y1='12' x2='2' y2='12'/><line x1='18' y1='12' x2='22' y2='12'/></svg>,Straight-Line Measuring Rod,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='2' y1='12' x2='22' y2='12'/><circle cx='5' cy='12' r='2'/><circle cx='19' cy='12' r='2'/><line x1='12' y1='9' x2='12' y2='15'/></svg>,Biter Measurement Bar,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 18a8 8 0 0 1 16 0'/><line x1='12' y1='10' x2='12' y2='2'/><circle cx='12' cy='2' r='1'/></svg>,Umpire Laser Beam,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M3 7l5 5-5 5V7z'/><line x1='8' y1='12' x2='21' y2='12' stroke-dasharray='2 2'/></svg>,Time-Out Card Request,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='4' y='3' width='16' height='18' rx='2'/><path d='M9 8h6M12 8v8'/></svg>,Coin Toss Flip,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><ellipse cx='12' cy='12' rx='8' ry='4'/><path d='M4 12v3c0 2.2 3.6 4 8 4s8-1.8 8-4v-3'/></svg>,Burned Stone Call,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='7'/><line x1='6' y1='6' x2='18' y2='18'/><line x1='18' y1='6' x2='6' y2='18'/></svg>
2026-11-05,Precision Angle Shotmaking (Extra Hard),Angle Tap Back,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='10' cy='14' r='4'/><circle cx='16' cy='8' r='3'/><path d='M4 18l5-3M16 8l3-3'/></svg>,Split Promotion Entry,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='10' r='3'/><path d='M8 4l4 5 4-5'/><circle cx='7' cy='18' r='2.5'/><circle cx='17' cy='18' r='2.5'/></svg>,Runback Double Squeeze,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='15' r='3'/><circle cx='12' cy='7' r='3'/><circle cx='18' cy='4' r='2.5'/><line x1='12' y1='21' x2='12' y2='18'/></svg>,Corner Wick Carom,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='10' cy='10' r='4'/><path d='M3 17l6-5 8 5'/><circle cx='18' cy='16' r='3'/></svg>,Come-Around Hook,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='10' cy='10' r='3'/><path d='M6 21c8-2 12-6 8-12s-8 2-6 6'/></svg>,Slash Double Peel,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='8' cy='8' r='3'/><circle cx='16' cy='14' r='3'/><line x1='4' y1='4' x2='20' y2='20'/></svg>,Nose Tap Rebound,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='8' r='4'/><circle cx='12' cy='16' r='4'/><path d='M12 21v-3M12 8V4'/></svg>,Off-Center Feather Tick,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='11' cy='11' r='4'/><path d='M17 4c-1 4-1 8 0 12'/><circle cx='17' cy='17' r='3'/></svg>
2026-11-06,Strategic Free Guard Scenarios (Extra Hard),Corner Guard Setup,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='3' y1='10' x2='21' y2='10'/><circle cx='6' cy='6' r='2.5'/><circle cx='12' cy='18' r='4'/></svg>,Center Line Freeze Stash,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='12' y1='2' x2='12' y2='22'/><circle cx='12' cy='10' r='3'/><circle cx='12' cy='16' r='3'/></svg>,No-Tick Zone Perimeter,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='12' y1='2' x2='12' y2='22'/><rect x='8' y='6' width='8' height='8' stroke-dasharray='2 2'/><circle cx='12' cy='10' r='2'/></svg>,Five-Rock Rule Defense,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='8' cy='6' r='2'/><circle cx='16' cy='6' r='2'/><circle cx='12' cy='8' r='2'/><path d='M4 14h16'/><circle cx='10' cy='18' r='2'/><circle cx='14' cy='18' r='2'/></svg>,Hammer Retain Blank,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><line x1='4' y1='4' x2='20' y2='20'/></svg>,Force To One Stance,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='7'/><circle cx='12' cy='12' r='2'/><path d='M8 12h8M12 8v8'/></svg>,Two-Rock Promotion Play,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='10' cy='7' r='2.5'/><circle cx='12' cy='13' r='2.5'/><circle cx='14' cy='19' r='2.5'/><path d='M10 9.5l4 7'/></svg>,Steal Trap House Lock,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><circle cx='12' cy='12' r='2.5'/><circle cx='10' cy='9' r='1.5'/><circle cx='14' cy='9' r='1.5'/><circle cx='12' cy='7' r='1.5'/></svg>
2026-11-07,Curling Heritage and Antiquities (Extra Hard),Scottish Lochan Pond Ice,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M2 14c4-2 7 1 11-1s6-2 9 0'/><path d='M4 9c3-1 6 1 10-1s5-1 6 0'/><line x1='2' y1='18' x2='22' y2='18'/></svg>,Stirling Outdoor Stone 1512,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><polygon points='6 6 18 4 21 17 14 21 4 17 6 6'/><text x='7' y='14' font-size='5' stroke='none' fill='currentColor'>1511</text></svg>,Candelstick Handle Iron,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><ellipse cx='12' cy='17' rx='8' ry='4'/><path d='M12 13V5'/><path d='M9 5h6'/><path d='M10 2h4'/></svg>,Curling Pond Tam O' Shanter,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><ellipse cx='12' cy='14' rx='9' ry='4'/><path d='M4 13c1-4 4-7 8-7s7 3 8 7'/><circle cx='12' cy='5' r='1.5'/></svg>,Grand Match Outdoor Cairn,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><polygon points='12 3 6 20 18 20 12 3'/><line x1='8' y1='15' x2='16' y2='15'/><line x1='10' y1='10' x2='14' y2='10'/></svg>,Wooden Channel Broom,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='18' y1='3' x2='8' y2='15'/><rect x='3' y='14' width='7' height='6' rx='1'/><line x1='5' y1='16' x2='8' y2='16'/></svg>,Royal Caledonian Medal 1839,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='14' r='7'/><path d='M8 3l4 4 4-4'/><path d='M10 7h4'/></svg>,Broomstacking Hearth Fireside,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M6 19l4-8 4 8'/><path d='M10 19l2-4 2 4'/><line x1='3' y1='21' x2='21' y2='21'/><line x1='8' y1='15' x2='16' y2='15'/></svg>
2026-11-08,Wheelchair and Adaptive Formats (Extra Hard),Delivery Stick Cue Head,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='3' y1='20' x2='16' y2='7'/><path d='M15 4l5 5-2 2-5-5z'/><path d='M18 7l2-2'/></svg>,Wheelchair Wheel Lock,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><circle cx='12' cy='12' r='3'/><line x1='4' y1='12' x2='9' y2='12'/><line x1='15' y1='12' x2='20' y2='12'/><line x1='12' y1='4' x2='12' y2='9'/><line x1='12' y1='15' x2='12' y2='20'/></svg>,Stationary Release Stance,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='10' cy='6' r='3'/><path d='M6 18c0-3 2-6 5-6h2a4 4 0 0 1 4 4v4'/><circle cx='8' cy='17' r='3'/></svg>,No-Sweeping Trajectory,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 18c6-2 10-7 13-13'/><line x1='19' y1='3' x2='21' y2='5'/><line x1='3' y1='3' x2='21' y2='21' stroke-dasharray='3 3'/></svg>,Mixed Doubles Positioning,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='14' r='3'/><circle cx='12' cy='6' r='2.5'/><line x1='3' y1='10' x2='21' y2='10'/></svg>,Power Play Side Placement,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='12' y1='2' x2='12' y2='22'/><circle cx='18' cy='14' r='3'/><circle cx='18' cy='6' r='2.5'/></svg>,Extender Pole Socket,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='5' y='9' width='14' height='6' rx='1'/><line x1='2' y1='12' x2='5' y2='12'/><line x1='19' y1='12' x2='22' y2='12'/></svg>,Triples Rotation Scheme,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='5' r='2.5'/><circle cx='6' cy='16' r='2.5'/><circle cx='18' cy='16' r='2.5'/><path d='M10 7l-3 6M14 7l3 6M8 17h8'/></svg>
2026-11-09,Microscopic Ice Mechanics (Extremely Hard),Pebble Nip Profile,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 16c2-4 4-6 8-6s6 2 8 6'/><line x1='2' y1='10' x2='22' y2='10'/><line x1='2' y1='16' x2='22' y2='16'/></svg>,Scrape Shear Ridge,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M3 14l3-4 4 4 4-4 4 4 3-4'/><line x1='3' y1='18' x2='21' y2='18'/></svg>,Frost Dendrite Crystal,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='12' y1='2' x2='12' y2='22'/><line x1='2' y1='12' x2='22' y2='12'/><line x1='5' y1='5' x2='19' y2='19'/><line x1='5' y1='19' x2='19' y2='5'/><circle cx='12' cy='12' r='2'/></svg>,Water Droplet Atomizer,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M12 3c-4 5-6 8-6 11a6 6 0 0 0 12 0c0-3-2-6-6-11z'/><circle cx='10' cy='13' r='1'/></svg>,Sublimation Air Flow,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 8h11a3 3 0 0 0 0-6M2 14h15a3 3 0 0 0 0-6M5 20h11a3 3 0 0 0 0-6'/></svg>,Slab Temperature Sensor,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='6' y='4' width='12' height='16' rx='2'/><path d='M10 8h4M10 12h4M10 16h2'/><circle cx='12' cy='2' r='1'/></svg>,Thermal Gradient Heat Map,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='3' y='3' width='18' height='18' rx='2'/><path d='M3 9c6-2 12 2 18 0M3 15c6-2 12 2 18 0'/></svg>,Dew Point Hygrometer,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='9'/><path d='M12 7v5l3 3'/><path d='M9 16c1.5 1.5 4.5 1.5 6 0'/></svg>
2026-11-10,Elite Match Analytics and Metrics (Extremely Hard),Shot Percentage Matrix,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='3' y='3' width='18' height='18' rx='2'/><line x1='3' y1='9' x2='21' y2='9'/><line x1='3' y1='15' x2='21' y2='15'/><line x1='9' y1='3' x2='9' y2='21'/><line x1='15' y1='3' x2='15' y2='21'/><circle cx='6' cy='6' r='1'/><circle cx='12' cy='12' r='1'/></svg>,Last Stone Draw Distance,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='9'/><circle cx='12' cy='12' r='2'/><line x1='12' y1='12' x2='18' y2='7'/><circle cx='18' cy='7' r='1.5'/></svg>,Cumulative DSC Rank,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 20l5-6 4 3 7-10'/><polyline points='16 7 20 7 20 11'/></svg>,Hog-to-Hog Interval Time,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='13' r='7'/><polyline points='12 9 12 13 15 13'/><path d='M8 3h8M12 3v3'/></svg>,Back-Line to Hog Split,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='4' y1='6' x2='20' y2='6'/><line x1='4' y1='18' x2='20' y2='18'/><path d='M12 6v12M9 15l3 3 3-3'/></svg>,Turn Rotation Count,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M21.5 2v6h-6'/><path d='M21.34 15.57a10 10 0 1 1-.57-8.38l5.67-5.19'/></svg>,Sweeping Efficiency Wattage,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><polygon points='13 2 3 14 12 14 11 22 21 10 12 10 13 2'/></svg>,Efficiency Factor Rating,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M18 20V10M12 20V4M6 20v-6'/><line x1='2' y1='20' x2='22' y2='20'/></svg>
2026-11-11,Subtle Granite Running Band Physics (Extremely Hard),Band Concavity Arch,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><ellipse cx='12' cy='14' rx='9' ry='4'/><path d='M5 14c3-2 11-2 14 0'/><line x1='3' y1='18' x2='21' y2='18'/></svg>,Bead Blast Friction Profile,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='3' y1='12' x2='21' y2='12'/><circle cx='6' cy='10' r='0.5'/><circle cx='9' cy='14' r='0.5'/><circle cx='12' cy='10' r='0.5'/><circle cx='15' cy='14' r='0.5'/><circle cx='18' cy='10' r='0.5'/></svg>,Heat Friction Melt Film,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M3 15c4-2 8 2 12 0s4-2 6 0'/><path d='M3 19c4-2 8 2 12 0s4-2 6 0'/><line x1='3' y1='11' x2='21' y2='11'/></svg>,Asymmetric Scratch Path,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 18c8-1 12-6 16-14'/><path d='M7 20c6-1 10-5 13-11'/></svg>,Insert Quartz Inclusions,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><polygon points='10 8 13 9 12 12 9 11'/><polygon points='14 14 16 13 15 16'/></svg>,True Radius Gauge Tool,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><line x1='12' y1='12' x2='20' y2='12'/><circle cx='12' cy='12' r='1.5'/><path d='M17 9l3 3-3 3'/></svg>,Stone Edge Chipping Pit,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><polygon points='19 10 17 12 20 14'/></svg>,Impact Energy Absorption,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='8' cy='12' r='5'/><circle cx='16' cy='12' r='5'/><path d='M12 9v6M10 10l4 4M14 10l-4 4'/></svg>
2026-11-12,Championship Final End Dynamics (Extremely Hard),Draw to Open Four-Foot,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='9'/><circle cx='12' cy='12' r='4'/><circle cx='12' cy='12' r='1.5'/><path d='M12 22V15'/></svg>,Heavy Weight Peel Out,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='9' cy='9' r='4'/><path d='M3 3l10 10M13 13l8 8'/><path d='M9 9l8-2'/></svg>,Short Guard Tap Play,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='3' y1='14' x2='21' y2='14'/><circle cx='12' cy='11' r='3'/><circle cx='12' cy='6' r='3'/><path d='M12 17v-3'/></svg>,Port Needle Threading,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='7' cy='10' r='3'/><circle cx='17' cy='10' r='3'/><path d='M12 21V3'/><circle cx='12' cy='12' r='1.5'/></svg>,Extra End Stolen Point,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><circle cx='12' cy='12' r='2.5'/><text x='9' y='7' font-size='4' stroke='none' fill='currentColor'>+1</text></svg>,Skip Final Shot Sweep,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='14' r='3'/><line x1='7' y1='10' x2='11' y2='13'/><line x1='17' y1='10' x2='13' y2='13'/><line x1='12' y1='2' x2='12' y2='9'/></svg>,Score Rock Count Measure,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><circle cx='10' cy='10' r='2'/><circle cx='15' cy='14' r='2'/><line x1='10' y1='10' x2='15' y2='14' stroke-dasharray='1 1'/></svg>,Silver Plate Trophy Salute,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='11' r='7'/><path d='M8 21h8M12 18v3'/><polygon points='12 7 13.5 10 17 10.5 14.5 13 15 16.5 12 15 9 16.5 9.5 13 7 10.5 10.5 10'/></svg>
2026-11-13,Club Bonspiel Traditions (Medium),Pipes and Drums,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M6 18v-8a3 3 0 0 1 6 0v8'/><circle cx='9' cy='18' r='3'/><line x1='12' y1='6' x2='18' y2='2'/><line x1='15' y1='4' x2='20' y2='8'/></svg>,Calcutta Board,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='3' y='4' width='18' height='16' rx='2'/><line x1='3' y1='9' x2='21' y2='9'/><line x1='8' y1='9' x2='8' y2='20'/><line x1='14' y1='9' x2='14' y2='20'/></svg>,Hog Line Decal,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='3' y1='12' x2='21' y2='12'/><rect x='8' y='9' width='8' height='6' rx='1'/></svg>,Corn Broomstack,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M12 2v10M7 12h10l-2 9H9l-2-9z'/><line x1='4' y1='21' x2='20' y2='21'/></svg>,Eight-Ender Patch,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><polygon points='12 2 21 8 21 16 12 22 3 16 3 8 12 2'/><circle cx='12' cy='12' r='4'/></svg>,Handshake Pint,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M7 4h8v12a4 4 0 0 1-4 4H9a4 4 0 0 1-4-4V4'/><path d='M15 8h3a2 2 0 0 1 2 2v3a2 2 0 0 1-2 2h-3'/></svg>,Gripper Puller,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><ellipse cx='12' cy='12' rx='8' ry='5'/><path d='M12 7c-3 0-5 2-5 5s2 5 5 5'/></svg>,Club Banner,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 3v18M4 5h14l-3 4 3 4H4'/></svg>
2026-11-14,Sweeping Mechanics and Gear (Medium),Synthetic Pad Head,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='4' y='14' width='16' height='6' rx='2'/><line x1='12' y1='4' x2='12' y2='14'/><path d='M8 7l4-3 4 3'/></svg>,Horsehair Brush,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='4' y='13' width='16' height='4' rx='1'/><line x1='12' y1='3' x2='12' y2='13'/><line x1='6' y1='17' x2='6' y2='21'/><line x1='10' y1='17' x2='10' y2='21'/><line x1='14' y1='17' x2='14' y2='21'/><line x1='18' y1='17' x2='18' y2='21'/></svg>,Hard Sweep Thrust,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M6 18l6-6 6 6'/><path d='M6 12l6-6 6 6'/></svg>,Directional Carve,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M5 19c6 0 10-4 10-10'/><polyline points='11 5 15 5 15 9'/><polyline points='8 14 12 10 16 14'/></svg>,Clean Ice Glaze,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M3 12c5-3 13-3 18 0'/><path d='M5 16c4-2 10-2 14 0'/><line x1='2' y1='20' x2='22' y2='20'/></svg>,Stopwatch Clip,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='13' r='7'/><polyline points='12 9 12 13 14 15'/><rect x='10' y='3' width='4' height='3' rx='1'/></svg>,Sweeper Kneepad,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='5' y='6' width='14' height='12' rx='5'/><circle cx='12' cy='12' r='2.5'/></svg>,Brush Handle Foam,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='9' y='3' width='6' height='18' rx='2'/><line x1='9' y1='8' x2='15' y2='8'/><line x1='9' y1='13' x2='15' y2='13'/><line x1='9' y1='18' x2='15' y2='18'/></svg>
2026-11-15,Basic Delivery Kinematics (Medium),Teflon Slider Sole,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 15c2-5 7-7 12-7s4 2 4 7H4z'/><line x1='3' y1='18' x2='21' y2='18'/></svg>,Rubber Gripper Sole,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='3' y='10' width='18' height='6' rx='2'/><line x1='6' y1='10' x2='6' y2='16'/><line x1='10' y1='10' x2='10' y2='16'/><line x1='14' y1='10' x2='14' y2='16'/><line x1='18' y1='10' x2='18' y2='16'/></svg>,Hack Foot Anchor,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='6' y='13' width='12' height='7' rx='2'/><line x1='6' y1='16' x2='18' y2='16'/><path d='M10 13V8a2 2 0 0 1 4 0v5'/></svg>,Forward Slide Knee,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='6' cy='7' r='3'/><path d='M4 20l6-6 4 2 6-1'/><path d='M10 14l-2 6'/></svg>,Eye-On-Broom Gaze,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M2 12s4-7 10-7 10 7 10 7-4 7-10 7-10-7-10-7z'/><circle cx='12' cy='12' r='3'/></svg>,Clean Stone Release,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M18 11V6a2 2 0 0 0-4 0v5'/><path d='M14 10V4a2 2 0 0 0-4 0v7'/><path d='M10 10.5V6a2 2 0 0 0-4 0v8a6 6 0 0 0 12 0v-3a2 2 0 0 0-4 0'/></svg>,Trailing Toe Drag,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M3 19h14c2 0 4-2 4-4v-1'/><path d='M7 19l2-5h5'/></svg>,Balance Stabilizer Bar,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='4' y1='7' x2='20' y2='7'/><line x1='6' y1='7' x2='6' y2='17'/><line x1='18' y1='7' x2='18' y2='17'/><line x1='3' y1='17' x2='21' y2='17'/></svg>
